Discipline,ORIS_NO,ENG Description,FRA Description,KOR Description
SBD,C77S2,Race Analysis,Analyses,경기 분석
SBD,C77X1,Tie-breaking Protocol,Partage des ex æquo,동점 처리 절차
SBD,C77X2,Lane Choice Analysis,Analyse du choix de couloir,레인 선정 할당
SBD,C77X3,Race Analysis,Analyses,경기 분석
SBD,C77XJ,Race Analysis,Analyses,경기 분석
SBD,C92A,Medallists,Médaillé(e)s,메달리스트
SBD,C93,Medallists by Event,Médaillé(e)s par épreuve,세부종목별 메달리스트
SBD,C95,Medal Standings,Classement des médailles,메달 순위
SBD,N02A,Competition Format and Rules,Format et règlement des compétitions,경기 방식 및 규정
SBD,N02B,Glossary of Terms,Glossaire,용어집
SBD,N03,Course Map and Profile,Tracé et profil du parcours,코스 지도 및 프로필
SBD,N10,Medallists from Previous Olympic Winter Games,Médaillé(e)s aux Jeux Olympiques d'hiver précédents,이전 대회 메달리스트
SBD,N11,Medals by NOC,Historique des médailles par CNO,NOC별 메달
SBD,N15,Multi-Medallists,Multimédaillé(e)s,멀티 메달리스트
SBD,N17A,Results in Last Olympic Cycle,Résultats au dernier cycle olympique,지난 올림픽 주기 경기결과
SBD,N17B,FIS World Cup Standings,Classement de la Coupe du monde de la FIS,FIS 월드컵 순위
SBD,N17C,FIS Points List,Liste des points de la FIS,FIS 포인트 목록
SBD,N20,Athlete Biography,Biographie d’athlète,선수 바이오그래피
SBD,N24,NOC Profile,Profil du CNO,NOC 프로필
SBD,N59,Extended Start List,Liste de départ détaillée,상세 스타트리스트
SBD,N86A,History,Histoire du sport,스포츠 역사
SBD,N86B,FIS - Federation Facts,Informations sur la Fédération - FIS,FIS - 연맹 현황
SBD,N86C,Qualification Criteria,Systèmes de qualification,참가 자격 기준
SBD,N86D,Facility Description,Description du site de compétition,시설 정보
SBD,N86E,Media Information,Informations aux médias,미디어 정보
SBD,N86F,Birthdays during the Games,Anniversaires durant les jeux,대회 중 생일
SBD,N87A,Flash Quotes,Déclarations express,플래쉬 코트
SBD,N87B,Quotes of the Day,Citations du jour,오늘의 소감
SBD,N88,Press Conference Highlights,Extraits de la conférence de presse,기자회견 하이라이트
SBD,N89,Preview / Review,Aperçu / La revue,프리뷰/리뷰
SBD,N90A,Media Communication,Communication aux médias,미디어 전달사항
SBD,N90B,News Article,Article de presse,일반 기사
SBD,N90C,IOC News,Actualités du CIO,IOC 뉴스
SBD,N91A,Flower Presenters,Personnalités chargées de la remise des fleurs,꽃다발 수여자
SBD,N91B,Medal Presenters,Personnalités chargées de la remise des médailles,메달 수여자
SJP,C06,Activity List,Liste des activités,활동 리스트
SJP,C08,"Training, Qualification and Competition Schedule","Horaire d'entraînement, des qualifications et des épreuves","연습, 예선 및 경기 일정"
SJP,C30,Number of Entries by NOC,Nombre d'inscriptions par CNO,NOC별 인원 엔트리
SJP,C31A,Entries,Inscriptions,엔트리
SJP,C32A,Entry List by NOC,Liste d'insciptions par CNO,NOC별 엔트리 리스트
SJP,C35,Competition Officials,Officiels de compétition,심판
SJP,C38,Entry Data Checklist,Formulaire de contrôle des données d'inscription,엔트리 데이터 체크리스트
SJP,C38C,Entry Data Checklist - Teams,Formulaire de contrôle des données d'inscription - equipes,엔트리 데이터 체크리스트- 팀
SJP,C39,Entry Data Checklist - Competition Officials,Formulaire de contrôle des données d'inscription -officiels de compétition,엔트리 데이터 체크리스트- 심판
SJP,C45A,Entry Form,Formulaire d'inscription,엔트리 양식
SJP,C45B,Entry Form,Formulaire d'inscription,엔트리 양식
SJP,C49,Weather,Météo,기상
SJP,C51A,Start List,Liste de départ,스타트 리스트
SJP,C51B,Start List,Liste de départ,스타트 리스트
SJP,C51C1,Start List,Liste de départ,스타트 리스트
SJP,C51C3,Start List,Liste de départ,스타트 리스트
SJP,C51D1,Start List,Liste de départ,스타트 리스트
SJP,C51D3,Start List,Liste de départ,스타트 리스트
SJP,C51D4,Start List - Last Group,Liste de départ,스타트 리스트 - 최종 그룹
SJP,C67,Official Communication,Communication officielle,공식 전달사항
SJP,C68,Sport Communication,Communication sportive,종목 전달사항
SJP,C72B,Unofficial Results,Résultats non officiels,비공식 경기결과
SJP,C72C2,Unofficial Results,Résultats non officiels,비공식 경기결과
SJP,C72C3,Unofficial Results,Résultats non officiels,비공식 경기결과
SJP,C72D2,Unofficial Results,Résultats non officiels,비공식 경기결과
SJP,C72D3,Unofficial Results,Résultats non officiels,비공식 경기결과
SJP,C73A,Results,Résultats,경기결과
SJP,C73B,Results,Résultats,경기결과
SJP,C73C1,Results,Résultats,경기결과
SJP,C73C3,Results,Résultats,경기결과
SJP,C73D1,Results,Résultats,경기결과
SJP,C73D3,Results,Résultats,경기결과
SJP,C92A,Medallists,Médaillé(e)s,메달리스트
SJP,C92B,Medallists,Médaillé(e)s,메달리스트
SJP,C93,Medallists by Event,Médaillé(e)s par épreuve,세부종목별 메달리스트
SJP,C95,Medal Standings,Classement des médailles,메달 순위
SJP,C97,FIS Nordic Events Medal Standings,Classement des médailles des manifestations de ski nordique,FIS 노르딕 종목 메달 순위
SJP,N02,Competition Format and Rules,Format et règlement des compétitions,경기 방식 및 규정
SJP,N10,Medallists from Previous Olympic Winter Games,Médaillé(e)s aux Jeux Olympiques d'hiver précédents,이전 대회 메달리스트
SJP,N11,Medals by NOC,Historique des médailles par CNO,NOC별 메달
SJP,N12,FIS Nordic Events Medals by NOC,Médailles des manifestations de ski nordique FIS par CNO,NOC별 FIS 노르딕 종목 메달
SJP,N15A,FIS Nordic Events Multi-Medallists,Multi-médaillés des manifestations de ski nordique FIS,FIS 노르딕 종목 멀티 메달리스트
SJP,N17A1,Results in Last Olympic Cycle,Résultats au dernier cycle olympique,지난 올림픽 주기 경기결과
SJP,N17A2,Results in Last Olympic Cycle,Résultats au dernier cycle olympique,지난 올림픽 주기 경기결과
SJP,N17A3,FIS World Cup Standings in Last Olympic Cycle,Classement FIS de la coupe du monde au dernier cycle olympique,지난 올림픽 주기 FIS 월드컵 순위
SJP,N17A4,FIS Nations Standings in Last Olympic Cycle,FRA,지난 올림픽 주기 FIS 나라별 순위
SJP,N17B,Current FIS World Cup Standings,Classement actuel FIS de la coupe du monde,현 FIS 월드컵 순위
SJP,N17C,Current FIS Nations Standings,FRA,현 FIS 나라별 순위
SJP,N20,Athlete Biography,Biographie d’athlète,선수 바이오그래피
SJP,N24,NOC Profile,Profil du CNO,NOC 프로필
SJP,N59A,Extended Start List,Liste de départ détaillée,상세 스타트리스트
SJP,N59B,Extended Start List,Liste de départ détaillée,상세 스타트리스트
SJP,N86A,History,Histoire du sport,스포츠 역사
SJP,N86B,FIS - Federation Facts,Informations sur la Fédération - FIS,FIS - 연맹 현황
SJP,N86C,Qualification Criteria,Systèmes de qualification,참가 자격 기준
SJP,N86D,Facility Description,Description du site de compétition,시설 정보
SJP,N86E,Media Information,Informations aux médias,미디어 정보
SJP,N86F,Birthdays during the Games,Anniversaires durant les jeux,대회 중 생일
SJP,N87A,Flash Quotes,Déclarations express,플래쉬 코트
SJP,N87B,Quotes of the Day,Citations du jour,오늘의 소감
SJP,N88,Press Conference Highlights,Extraits de la conférence de presse,기자회견 하이라이트
SJP,N89,Preview / Review,Aperçu / La revue,프리뷰/리뷰
SJP,N90A,Media Communication,Communication aux médias,미디어 전달사항
SJP,N90B,News Article,Article de presse,일반 기사
SJP,N90C,IOC News,Actualités du CIO,IOC 뉴스
SJP,N91A,Flower Presenters,Personnalités chargées de la remise des fleurs,꽃다발 수여자
SJP,N91B,Medal Presenters,Personnalités chargées de la remise des médailles,메달 수여자
SKN,C06,Activity List,Liste des activités,활동 리스트
SKN,C07,Training Schedule,Horaire des entraînements,연습 일정
SKN,C08,Competition Schedule,Horaire des compétitions,경기 일정
SKN,C30,Number of Entries by NOC,Nombre d'inscriptions par CNO,NOC별 인원 엔트리
SKN,C31A,Entries,Inscriptions,엔트리
SKN,C31C,Entries by Event,Inscriptions par épreuve,세부종목별 엔트리
SKN,C32A,Entry List by NOC,Liste d'insciptions par CNO,NOC별 엔트리 리스트
SKN,C35,Competition Officials,Officiels de compétition,심판
SKN,C38,Entry Data Checklist,Formulaire de contrôle des données d'inscription,엔트리 데이터 체크리스트
SKN,C48B,Control List,Liste de contrôle,컨트롤 목록
SKN,C49,Weather,Météo,기상
SKN,C51A,Start List,Liste de départ,스타트 리스트
SKN,C51B,Start List,Liste de départ,스타트 리스트
SKN,C67,Official Communication,Communication officielle,공식 전달사항
SKN,C68,Sport Communication,Communication sportive,종목 전달사항
SKN,C72,Unofficial Results,Résultats non officiels,비공식 경기결과
SKN,C73A1,Results,Résultats,경기결과
SKN,C73A2,Results,Résultats,경기결과
SKN,C73B1,Results,Résultats,경기결과
SKN,C73B2,Official Results,Résultats officiels,공식 경기결과
SKN,C77A,Performance Analysis,Analyse de la performance,퍼포먼스 분석
SKN,C77B,Performance Analysis,Analyse de la performance,퍼포먼스 분석
SKN,C81,Records,Records,기록
SKN,C82,Competition Data,Données de compétition,경기 데이터
SKN,C92A,Medallists,Médaillé(e)s,메달리스트
SKN,C93,Medallists by Event,Médaillé(e)s par épreuve,세부종목별 메달리스트
SKN,C95,Medal Standings,Classement des médailles,메달 순위
SKN,C97,IBSF Medal Standings,Classement IBSF par médailles,IBSF 메달 순위
SKN,N02,Competition Format and Rules,Format et règlement des compétitions,경기 방식 및 규정
SKN,N03,Track Information,FRA,트랙 정보
SKN,N10,Medallists from Previous Olympic Winter Games,Médaillé(e)s aux Jeux Olympiques d'hiver précédents,이전 대회 메달리스트
SKN,N11,Medals by NOC,Historique des médailles par CNO,NOC별 메달
SKN,N15,Multi-Medallists,Multimédaillé(e)s,멀티 메달리스트
SKN,N17A,Results in Last Olympic Cycle,Résultats au dernier cycle olympique,지난 올림픽 주기 경기결과
SKN,N17B,Results Summary in Last Olympic Cycle,Résumé des résultats au dernier cycle olympique,지난 올림픽 주기 경기결과 요약
SKN,N17C,World Cup Standings,Classement de la coupe du monde,월드컵 순위
SKN,N17D,IBSF World Ranking,Classement mondial de la IBSF,IBSF 세계 순위
SKN,N20,Athlete Biography,Biographie d’athlète,선수 바이오그래피
SKN,N24,NOC Profile,Profil du CNO,NOC 프로필
SKN,N59,Extended Start List,Liste de départ détaillée,상세 스타트리스트
SKN,N86A,History,Histoire du sport,스포츠 역사
SKN,N86B,IBSF - Federation Facts,IBSF,IBSF - 연맹 현황
SKN,N86C,Qualification Criteria,Systèmes de qualification,참가 자격 기준
SKN,N86D,Facility Description,Description du site de compétition,시설 정보
SKN,N86E,Media Information,Informations aux médias,미디어 정보
SKN,N86F,Birthdays during the Games,Anniversaires durant les jeux,대회 중 생일
SKN,N87A,Flash Quotes,Déclarations express,플래쉬 코트
SKN,N87B,Quotes of the Day,Citations du jour,오늘의 소감
SKN,N88,Press Conference Highlights,Extraits de la conférence de presse,기자회견 하이라이트
SKN,N89,Preview / Review,Aperçu / La revue,프리뷰/리뷰
SKN,N90A,Media Communication,Communication aux médias,미디어 전달사항
SKN,N90B,News Article,Article de presse,일반 기사
SKN,N90C,IOC News,Actualités du CIO,IOC 뉴스
SKN,N91A,Flower Presenters,Personnalités chargées de la remise des fleurs,꽃다발 수여자
SKN,N91B,Medal Presenters,Personnalités chargées de la remise des médailles,메달 수여자
SSK,C06,Activity List,Liste des activités,활동 리스트
SSK,C07,Training Schedule,Horaire des entraînements,연습 일정
SSK,C08,Competition Schedule,Horaire des compétitions,경기 일정
SSK,C30A,Number of Entries by NOC,Nombre d'inscriptions par CNO,NOC별 인원 엔트리
SSK,C30B,Entry Quotas by NOC,Limites d'inscription par CNO,NOC별 엔트리 쿼터 
SSK,C31A,Entries,Inscriptions,엔트리
SSK,C31C,Entries by Event,Inscriptions par épreuve,세부종목별 엔트리
SSK,C32A,Entry List by NOC,Liste d'insciptions par CNO,NOC별 엔트리 리스트
SSK,C32C,Entry List by Event,Liste d'inscriptions par épreuve,세부종목별 엔트리 리스트
SSK,C35,Competition Officials,Officiels de compétition,심판
SSK,C38,Entry Data Checklist,Formulaire de contrôle des données d'inscription,엔트리 데이터 체크리스트
SSK,C38C,Entry Data Checklist - Teams,Formulaire de contrôle des données d'inscription - equipes,엔트리 데이터 체크리스트- 팀
SSK,C39,Entry Data Checklist - Competition Officials,Formulaire de contrôle des données d'inscription -officiels de compétition,엔트리 데이터 체크리스트- 심판
SSK,C45A,Grouping List,Liste des concurrents/concurrentes par groupe,그룹 목록
SSK,C45E,Grouping List,Liste des concurrents/concurrentes par groupe,그룹 목록
SSK,C47A,Distance Entry Form,Formulaire d'inscription par distance,세부종목 엔트리 양식
SSK,C47E,Distance Entry Form,Formulaire d'inscription par distance,세부종목 엔트리 양식
SSK,C47F,Race Entry Form,Formulaire d'inscription au manche,경기 엔트리 양식
SSK,C48,Record Details Checklist,Liste de contrôle des records,상세 기록 체크리스트
SSK,C51A,Start List,Liste de départ,스타트 리스트
SSK,C51B,Start List,Liste de départ,스타트 리스트
SSK,C51C,Distance Journal List,Journal de la distance,기록표
SSK,C51E,Start List,Liste de départ,스타트 리스트
SSK,C51F,Distance Journal List,Journal de la distance,KOR
SSK,C67,Official Communication,Communication officielle,공식 전달사항
SSK,C68,Sport Communication,Communication sportive,종목 전달사항
SSK,C73A,Results,Résultats,경기결과
SSK,C73B,Results,Résultats,경기결과
SSK,C73E1,Results,Résultats,경기결과
SSK,C73E2,Results,Résultats,경기결과
SSK,C73E3,Results,Résultats,경기결과
SSK,C75,Results Bracket,Organigramme des résultats,경기결과 대진표
SSK,C77A,Distance Analysis in Pairs,Analyse de la distance par paire,조별 거리 분석
SSK,C77B,Distance Analysis,Analyse de la distance,거리 분석
SSK,C77C,Distance Analysis - Graphical,Analyse de la distance - graphique,거리 분석 - 도표
SSK,C77E,Distance Analysis in Heats,Analyse de la distance par série,조별 내 거리 분석
SSK,C77G,Distance Analysis - Graphical,Analyse de la distance - graphique,거리 분석 - 도표
SSK,C81A,Records Broken/Equalled,Records battus/égalés,신기록 갱신
SSK,C81C,Records Summary,Résumé des records,기록 요약
SSK,C81E,Records Broken/Equalled,Records battus/égalés,신기록 갱신
SSK,C82A,Ice and Climatic Conditions,Conditions climatiques et de la glace,빙면 및 기상 조건
SSK,C82E,Ice and Climatic Conditions,Conditions climatiques et de la glace,빙면 및 기상 조건
SSK,C92A,Medallists,Médaillé(e)s,메달리스트
SSK,C92B,Medallists,Médaillé(e)s,메달리스트
SSK,C93,Medallists by Event,Médaillé(e)s par épreuve,세부종목별 메달리스트
SSK,C95,Medal Standings,Classement des médailles,메달 순위
SSK,N02,Competition Format and Rules,Format et règlement des compétitions,경기 방식 및 규정
SSK,N10,Medallists from Previous Olympic Winter Games,Médaillé(e)s aux Jeux Olympiques d'hiver précédents,이전 대회 메달리스트
SSK,N11,Medals by NOC,Historique des médailles par CNO,NOC별 메달
SSK,N15,Multi-Medallists,Multimédaillé(e)s,멀티 메달리스트
SSK,N17A,Results in Last Olympic Cycle,Résultats au dernier cycle olympique,지난 올림픽 주기 경기결과
SSK,N17B,Records,Records,이전 기록 
SSK,N18,Current Season Best,Meilleur résultat de la saison actuelle,현 시즌 최고 기록
SSK,N20,Athlete Biography,Biographie d’athlète,선수 바이오그래피
SSK,N24,NOC Profile,Profil du CNO,NOC 프로필
SSK,N59A,Extended Start List,Liste de départ détaillée,상세 스타트리스트
SSK,N59B,Extended Start List,Liste de départ détaillée,상세 스타트리스트
SSK,N86A,History,Histoire du sport,스포츠 역사
SSK,N86B,ISU - Federation Facts,Informations sur la Fédération - ISU,ISU - 연맹 현황
SSK,N86C,Qualification Criteria,Systèmes de qualification,참가 자격 기준
SSK,N86D,Facility Description,Description du site de compétition,시설 정보
SSK,N86E,Media Information,Informations aux médias,미디어 정보
SSK,N86F,Birthdays during the Games,Anniversaires durant les jeux,대회 중 생일
SSK,N87A,Flash Quotes,Déclarations express,플래쉬 코트
SSK,N87B,Quotes of the Day,Citations du jour,오늘의 소감
SSK,N88,Press Conference Highlights,Extraits de la conférence de presse,기자회견 하이라이트
SSK,N89,Preview / Review,Aperçu / La revue,프리뷰/리뷰
SSK,N90A,Media Communication,Communication aux médias,미디어 전달사항
SSK,N90B,News Article,Article de presse,일반 기사
SSK,N90C,IOC News,Actualités du CIO,IOC 뉴스
SSK,N91A,Flower Presenters,Personnalités chargées de la remise des fleurs,꽃다발 수여자
SSK,N91B,Medal Presenters,Personnalités chargées de la remise des médailles,메달 수여자
STK,C06,Activity List,Liste des activités,활동 리스트
STK,C07,Training Schedule,Horaire des entraînements,연습 일정
STK,C08,Competition Schedule,Horaire des compétitions,경기 일정
STK,C30,Number of Entries by NOC,Nombre d'inscriptions par CNO,NOC별 인원 엔트리
STK,C31A,Entries,Inscriptions,엔트리
STK,C31C,Entries by Event,Inscriptions par épreuve,세부종목별 엔트리
STK,C32A,Entry List by NOC,Liste d'insciptions par CNO,NOC별 엔트리 리스트
STK,C32E,Entry List by Event ,Liste d'inscriptions par épreuve,세부종목별 엔트리 리스트
STK,C32E2,Entry List by Event ,Liste d'inscriptions par épreuve,세부종목별 엔트리 리스트
STK,C35,Competition Officials,Officiels de compétition,심판
STK,C38,Entry Data Checklist,Formulaire de contrôle des données d'inscription,엔트리 데이터 체크리스트
STK,C38C,Entry Data Checklist - Teams,Formulaire de contrôle des données d'inscription - equipes,엔트리 데이터 체크리스트- 팀
STK,C39,Entry Data Checklist - Competition Officials,Formulaire de contrôle des données d'inscription -officiels de compétition,엔트리 데이터 체크리스트- 심판
STK,C48A,Pre-draw List With Seeding Analysis,Liste avant tirage au sort avec têtes de séries,시드 분석 사전 대진목록
STK,C48B,Pre-draw List With Seeding Analysis,Liste avant tirage au sort avec têtes de séries,시딩 분석 사전 추첨 목록
STK,C48C,Seeding Analysis,Analyse des résultats précédents,시딩 분석
STK,C48D,Seeding Analysis,Analyse des résultats précédents,시딩 분석
STK,C48E,Record Details Checklist,Liste de contrôle des records,상세 기록 체크리스트
STK,C51A,Start List,Liste de départ,스타트 리스트
STK,C51B,Start List,Liste de départ,스타트 리스트
STK,C51C,Start List - Relay Participants,Liste de départ - participant(e)s au relais,스타트 리스트 - 계주 참가선수
STK,C65B,Relay Race Form,Formulaire d'insription,계주 경기 양식
STK,C65C,Individual Race Form,Formulaire d'insription,개인 경기 양식
STK,C67,Official Communication,Communication officielle,공식 전달사항
STK,C68,Sport Communication,Communication sportive,종목 전달사항
STK,C73A,Results,Résultats,경기결과
STK,C73B,Results,Résultats,경기결과
STK,C74A,Event Classification ,Classification de l'épreuve,전체 경기결과
STK,C74B,Event Classification ,Classification de l'épreuve,KOR
STK,C81,Records Summary,Résumé des records,기록 요약
STK,C92A,Medallists,Médaillé(e)s,메달리스트
STK,C92B,Medallists,Médaillé(e)s,메달리스트
STK,C93,Medallists by Event,Médaillé(e)s par épreuve,세부종목별 메달리스트
STK,C95,Medal Standings,Classement des médailles,메달 순위
STK,N02,Competition Format and Rules,Format et règlement des compétitions,경기 방식 및 규정
STK,N10,Medallists from Previous Olympic Winter Games,Médaillé(e)s aux Jeux Olympiques d'hiver précédents,이전 대회 메달리스트
STK,N11,Medals by NOC,Historique des médailles par CNO,NOC별 메달
STK,N15,Multi-Medallists,Multimédaillé(e)s,멀티 메달리스트
STK,N17A,Results in Last Olympic Cycle,Résultats au dernier cycle olympique,지난 올림픽 주기 경기결과
STK,N17B,World Ranking List,Classement mondial,세계 랭킹 목록
STK,N17C,World Ranking List,Classement mondial,세계순위 목록
STK,N17D,Records,Records,이전 기록 
STK,N20,Athlete Biography,Biographie d’athlète,선수 바이오그래피
STK,N22,Team Profile,Profil de l'équipe,팀 프로필
STK,N24,NOC Profile,Profil du CNO,NOC 프로필
STK,N59A,Extended Start List,Liste de départ détaillée,상세 스타트리스트
STK,N59B,Extended Start List,Liste de départ détaillée,상세 스타트리스트
STK,N86A,History,Histoire du sport,스포츠 역사
STK,N86B,ISU - Federation Facts,Informations sur la Fédération - ISU,ISU - 연맹 현황
STK,N86C,Qualification Criteria,Systèmes de qualification,참가 자격 기준
STK,N86D,Facility Description,Description du site de compétition,시설 정보
STK,N86E,Media Information,Informations aux médias,미디어 정보
STK,N86F,Birthdays during the Games,Anniversaires durant les jeux,대회 중 생일
STK,N87A,Flash Quotes,Déclarations express,플래쉬 코트
STK,N87B,Quotes of the Day,Citations du jour,오늘의 소감
STK,N88,Press Conference Highlights,Extraits de la conférence de presse,기자회견 하이라이트
STK,N89,Preview / Review,Aperçu / La revue,프리뷰/리뷰
STK,N90A,Media Communication,Communication aux médias,미디어 전달사항
STK,N90B,News Article,Article de presse,일반 기사
STK,N90C,IOC News,Actualités du CIO,IOC 뉴스
STK,N91A,Flower Presenters,Personnalités chargées de la remise des fleurs,꽃다발 수여자
STK,N91B,Medal Presenters,Personnalités chargées de la remise des médailles,메달 수여자
